id,Цена,Год,Площадь,Класс,Количество_больниц,Количество_школ,Количество_парков,Количество_метро
1457,5377663.101311628,2007,37.12161019456844,Стандарт,1,3,1,1
1458,5241841.816103746,2009,35.82841958085349,Стандарт,3,1,1,1
1459,2643547.211909304,1967,22.66788935846409,Эконом,1,1,0,1
1460,16597557.689671505,2017,85.18596711213375,Люкс,7,6,6,3
1461,5507238.307151713,2010,37.0580727436732,Стандарт,3,2,1,1
1462,5693276.610339865,2006,38.48299166552487,Стандарт,3,2,1,1
1463,5283750.761528949,2002,35.11910183080407,Стандарт,3,2,1,1
1464,2702522.8958873837,1971,23.497274851983676,Эконом,0,2,0,1
1465,5389828.898755994,2005,35.84241460863467,Стандарт,2,3,1,1
1466,2536273.30131718,1954,21.65812560092983,Эконом,0,2,0,1
1467,2716942.8206679467,1970,23.495034808665274,Эконом,0,2,0,1
1468,2198906.5185872917,1955,18.26485297319981,Эконом,0,2,0,1
1469,2575598.793750671,1956,22.22995773022518,Эконом,0,2,0,1
1470,3085517.225255803,1973,27.077267357272774,Эконом,0,2,0,1
1471,5730470.603801897,2004,38.68318003129675,Стандарт,3,2,1,1
1472,5517996.497652771,2007,37.98240212388733,Стандарт,1,3,1,1
1473,2554783.4035065286,1974,21.941412742885067,Эконом,1,1,0,1
1474,16101310.476605764,2023,82.89648615679997,Люкс,5,6,7,3
1475,5773582.6501031015,2004,39.14245353444916,Стандарт,2,3,1,1
1476,16527498.180808151,2018,86.67116906146991,Люкс,6,7,5,2
1477,5629090.851757621,2010,38.83624708918975,Стандарт,2,2,1,1
1478,2345279.5896557984,1985,19.67463145131969,Эконом,0,2,0,1
1479,2403744.4410309875,1990,20.30006466266134,Эконом,0,2,0,1
1480,2356678.7001525294,1958,19.976522306862883,Эконом,0,2,0,1
1481,5118354.697995963,2006,36.718010530786735,Стандарт,1,1,1,1
1482,3091591.626206106,1951,28.34695996934829,Эконом,0,1,0,1
1483,5727734.23097819,2006,39.66253191430208,Стандарт,3,1,1,1
1484,5291175.835290881,2006,37.30394540015678,Стандарт,1,2,1,1
1485,2917185.9594374234,1968,25.532126532819998,Эконом,1,1,0,1
1486,3159468.6867278577,1951,27.026273366814017,Эконом,1,2,0,1
1487,5616958.828331874,2008,38.846261897605544,Стандарт,2,2,1,1
1488,5432963.158403991,2008,39.48341789002238,Стандарт,1,1,1,1
1489,5215479.0630874075,2007,37.42075862070143,Стандарт,1,1,1,1
1490,2596005.4637039145,1967,23.225390256351076,Эконом,0,1,0,1
1491,2432440.251682708,1952,19.711203128643373,Эконом,1,2,0,1
1492,5986312.5596089745,2007,39.907817096786616,Стандарт,3,3,1,1
1493,2679840.2597412067,1967,22.288918903968323,Эконом,1,2,0,1
1494,5082881.44429379,2004,35.449043146929974,Стандарт,2,1,1,1
1495,5045670.810993479,2002,35.25389052732289,Стандарт,2,1,1,1
1496,5397939.618765701,2008,37.20555194031993,Стандарт,2,2,1,1
1497,17797622.59690079,2017,96.16273024677204,Люкс,5,5,6,3
1498,5439374.226389931,2010,35.36238946569935,Стандарт,3,3,1,1
1499,5619703.693986262,2010,39.77160693257237,Стандарт,1,2,1,1
1500,5446664.317346124,2009,37.60809595206385,Стандарт,2,2,1,1
1501,17535790.756203134,2021,91.4362747361836,Люкс,7,6,7,2
1502,5106650.043324077,2008,36.73829510520014,Стандарт,1,1,1,1
1503,3089415.8512398563,1959,26.336645449611694,Эконом,1,2,0,1
1504,2892267.266042273,1981,24.129838088425757,Эконом,1,2,0,1
1505,14596722.219391996,2021,72.79205277183762,Люкс,5,6,7,3
1506,5775831.0912468275,2000,39.35354506116334,Стандарт,2,3,1,1
1507,5174773.508912169,2009,35.18432849169858,Стандарт,1,3,1,1
1508,3199412.4325399413,1974,29.354910536430914,Эконом,0,1,0,1
1509,5568859.998501853,2009,38.680998958369926,Стандарт,2,2,1,1
1510,16686904.720158584,2023,88.83638312938938,Люкс,6,6,5,2
1511,3299901.0203214926,1965,29.249446291684002,Эконом,1,1,0,1
1512,5232499.460969509,2008,36.532621159877486,Стандарт,1,2,1,1
1513,16521415.386779772,2023,84.50335952521333,Люкс,7,7,6,2
1514,15205605.084580377,2022,75.77201294596658,Люкс,6,6,7,3
1515,17072204.011307716,2017,91.37744386031409,Люкс,6,6,5,2
1516,15551635.248351024,2019,81.16434040040859,Люкс,5,5,6,3
1517,14470244.623683276,2018,73.90478488964509,Люкс,5,6,5,3
1518,5623404.774652833,2006,38.10470692252756,Стандарт,3,2,1,1
1519,16931889.42172077,2020,90.34956566160957,Люкс,6,6,5,2
1520,2225430.197243494,1971,18.52188820989968,Эконом,1,1,0,1
1521,5557626.32078989,2010,39.585978829910445,Стандарт,1,2,1,1
1522,15542596.248187706,2021,78.95095742437381,Люкс,7,6,6,2
1523,3339703.3181861844,1967,29.625391948130268,Эконом,0,2,0,1
1524,14603130.000815127,2019,73.80140079942022,Люкс,5,5,7,3
1525,3440045.005241653,1958,29.636206115854016,Эконом,1,2,0,1
1526,2396329.5194857484,1950,21.432421731728972,Эконом,0,1,0,1
1527,2161524.773797756,1984,19.01503726682164,Эконом,0,1,0,1
1528,18482119.944826864,2021,98.70011062041623,Люкс,5,7,6,3
1529,16664516.00114948,2021,85.54423216220599,Люкс,7,5,7,3
1530,16549064.07740389,2020,87.85449950355695,Люкс,7,5,5,2
1531,5323871.195832951,2008,35.4862773923568,Стандарт,2,3,1,1
1532,5771774.100047871,2003,39.110008068952155,Стандарт,2,3,1,1
1533,3000297.7204159317,1983,27.297061502750815,Эконом,0,1,0,1
1534,16801837.576938353,2018,87.52915587498522,Люкс,7,5,7,2
1535,5232748.625036223,2004,37.897863683775775,Стандарт,1,1,1,1
1536,2691612.532031291,1975,24.391210689400406,Эконом,0,1,0,1
1537,16686164.552294847,2020,88.78208544940753,Люкс,6,5,5,3
1538,16707775.90002456,2021,88.91145185669927,Люкс,6,5,5,3
1539,18224510.82095709,2021,98.96901016395637,Люкс,5,5,7,2
1540,16720198.113287803,2023,88.80262185761407,Люкс,5,6,5,3
1541,2576879.5119279944,1950,22.08057683264721,Эконом,1,1,0,1
1542,5296615.932994449,2001,36.42783176849109,Стандарт,1,3,1,1
1543,5763181.155886451,2005,39.96824429404485,Стандарт,1,3,1,1
1544,2721137.449870403,1982,24.62677310398429,Эконом,0,1,0,1
1545,17573045.700228993,2020,93.72818451988951,Люкс,7,5,6,2
1546,17662368.103491224,2019,95.38278219432058,Люкс,6,6,5,2
1547,16598750.976731269,2021,86.2258084672981,Люкс,7,6,5,3
1548,5004902.275841351,2001,35.96678936089921,Стандарт,1,1,1,1
1549,15277039.00730333,2020,75.50818887411015,Люкс,7,7,7,2
1550,5607977.970221858,2007,39.00943815869094,Стандарт,1,3,1,1
1551,5412738.69412894,2006,38.17472656887347,Стандарт,1,2,1,1
1552,14915314.796200456,2018,73.01740320096101,Люкс,6,7,7,3
1553,3158569.090905532,1953,26.943677534696995,Эконом,1,2,0,1
1554,5016025.837928529,2009,35.939788656967835,Стандарт,1,1,1,1
1555,5497111.380227551,2005,38.1249297660963,Стандарт,2,2,1,1
1556,17677985.69255289,2019,91.25405728177095,Люкс,7,7,7,2
1557,14703027.238175705,2020,73.55198338132827,Люкс,7,6,6,2
1558,5909627.589392852,2009,39.32257738269166,Стандарт,3,3,1,1
1559,5647947.583798451,2006,37.07979693250389,Стандарт,3,3,1,1
1560,2807386.918673867,1960,24.56625573087971,Эконом,1,1,0,1
1561,3084877.861634911,1952,26.052525622692187,Эконом,1,2,0,1
1562,17063430.875419494,2019,89.21737991813666,Люкс,7,6,6,2
1563,14583153.799173351,2019,73.66532504987275,Люкс,7,6,5,2
1564,3136784.156466026,1985,26.85899657518365,Эконом,1,2,0,1
1565,16783288.081233367,2021,86.29964703071809,Люкс,6,6,7,3
1566,5314107.402337127,2007,36.40360474286274,Стандарт,3,1,1,1
1567,3010595.3905623164,1986,26.558459651787295,Эконом,1,1,0,1
1568,768,2021,81.95267711727853,Люкс,6,7,6,2
1569,5707052.9091109475,2008,38.742121851528374,Стандарт,3,2,1,1
1570,2877067.7909653145,1966,25.217596194516695,Эконом,1,1,0,1
1571,5787543.347331407,2004,38.19872422989701,Стандарт,3,3,1,1
1572,2530579.211445693,1964,20.764442267152972,Эконом,1,2,0,1
1573,18460158.769917306,2021,98.65907535875007,Люкс,5,7,7,2
1574,2994267.4299009573,1971,25.280850801129585,Эконом,1,2,0,1
1575,2806089.991061483,1951,24.404540710549718,Эконом,0,2,0,1
1576,13933912.963857235,2022,70.43553667429188,Люкс,5,6,5,3
1577,5320005.112179152,2010,35.521477057332085,Стандарт,2,3,1,1
1578,2463788.3947229534,1972,19.874038376768013,Эконом,1,2,0,1
1579,5278805.512491714,2007,35.93270747320968,Стандарт,2,2,1,1
1580,5620742.137362162,2007,37.922516782589646,Стандарт,3,2,1,1
1581,3081260.647715968,1965,28.246181613569703,Эконом,0,1,0,1
1582,5457819.036580575,2004,36.63329907394499,Стандарт,2,3,1,1
1583,2175051.743604622,1976,19.031136258831104,Эконом,0,1,0,1
1584,3335491.6506992504,1952,29.560682278646986,Эконом,1,1,0,1
1585,16665223.319938183,2018,85.55210126501618,Люкс,7,7,5,3
1586,2629465.578861804,1954,22.57217091086121,Эконом,0,2,0,1
1587,5585456.234174771,2009,38.83518094859998,Стандарт,2,2,1,1
1588,16806587.321227834,2019,86.4366709821863,Люкс,7,5,7,3
1589,2430460.2845559935,1965,19.530872085827728,Эконом,1,2,0,1
1590,5625540.410592245,2003,39.081842496299764,Стандарт,1,3,1,1
1591,5451050.576520385,2003,36.43785472732139,Стандарт,2,3,1,1
1592,5362698.705286331,2000,35.818076112359755,Стандарт,3,2,1,1
1593,16864253.017443296,2017,86.06882793662642,Люкс,7,7,7,2
1594,2243832.043135167,1951,18.73639385770116,Эконом,0,2,0,1
1595,15597982.171290936,2018,79.63000396801574,Люкс,7,7,5,2
1596,17865756.369331133,2020,94.75431756494172,Люкс,5,7,6,3
1597,17355868.90979579,2017,92.26628925986427,Люкс,6,6,6,2
1598,16974551.193178397,2022,90.57007423330374,Люкс,5,5,7,2
1599,5721263.859465813,2005,39.717714028317005,Стандарт,3,1,1,1
1600,2257565.6935414937,1986,18.80180207449853,Эконом,0,2,0,1
1601,3293532.1577573805,1958,29.39226004824638,Эконом,0,2,0,1
1602,2391080.36437627,1982,19.29366155117929,Эконом,1,2,0,1
1603,2419257.504734941,1964,20.54033874479419,Эконом,0,2,0,1
1604,2980204.143441851,1956,26.076602513798548,Эконом,0,2,0,1
1605,5050211.571924613,2007,35.32239194819188,Стандарт,1,2,1,1
1606,5285874.665934928,2009,37.97705284451016,Стандарт,1,1,1,1
1607,17138817.837922987,2023,88.7310706891929,Люкс,7,6,7,2
1608,17342093.969224468,2022,90.26373962767542,Люкс,7,7,5,3
1609,15884706.021944635,2020,81.54519665386715,Люкс,5,6,7,3
1610,17466233.465445295,2019,91.01628141570087,Люкс,6,7,6,3
1611,5368229.14716205,2006,37.838599686986086,Стандарт,1,2,1,1
1612,2446969.8545950484,1987,21.694404905192204,Эконом,0,1,0,1
1613,5129442.828158152,2004,35.80511341662522,Стандарт,2,1,1,1
1614,16118652.465975342,2017,84.01113331814281,Люкс,7,5,6,2
1615,784,2020,98.3017942694741,Люкс,5,6,6,3
1616,17646301.346254416,2023,94.28545565205982,Люкс,5,6,6,3
1617,5848986.208953709,2007,38.699113196265735,Стандарт,3,3,1,1
1618,5454854.1916365735,2000,37.784206118356174,Стандарт,3,1,1,1
1619,5023928.027828754,2005,36.0958560592861,Стандарт,1,1,1,1
1620,2718368.300898515,1985,23.6133670319503,Эконом,1,1,0,1
1621,2777079.453163866,1967,24.21643131057354,Эконом,1,1,0,1
1622,3080429.6619609175,1964,27.290558803608484,Эконом,0,2,0,1
1623,2340791.7592882193,1978,20.70484026108293,Эконом,0,1,0,1
1624,2475957.354163517,1982,22.174265599916023,Эконом,0,1,0,1
1625,2526908.6590406024,1969,21.56452681897797,Эконом,0,2,0,1
1626,5443247.928888053,2004,37.61934501465715,Стандарт,1,3,1,1
1627,16693602.515795045,2021,87.71678455836148,Люкс,6,5,6,3
1628,16079445.901405368,2021,82.70868771100523,Люкс,6,6,7,2
1629,18186338.89938979,2023,97.73147093052354,Люкс,5,7,6,2
1630,2909210.718847921,1973,25.409723901035893,Эконом,0,2,0,1
1631,17379025.076352872,2018,89.26292354656118,Люкс,7,7,6,3
1632,17261818.2526014,2017,90.56520687067226,Люкс,5,6,7,3
1633,5171753.657319566,2009,35.40634289885909,Стандарт,1,3,1,1
1634,5471574.447487024,2000,35.77930246610985,Стандарт,3,3,1,1
1635,18534375.447089892,2020,98.08917920415452,Люкс,7,7,5,3
1636,3131377.8876147177,1974,27.793252575449582,Эконом,1,1,0,1
1637,2203454.046789367,1960,19.318511461916803,Эконом,0,1,0,1
1638,3098661.5410099686,1951,28.44702005025816,Эконом,0,1,0,1
1639,3234428.3228109227,1956,29.62495188542071,Эконом,0,1,0,1
1640,16459635.32113867,2020,87.37337234861066,Люкс,6,5,6,2
1641,17596225.44908492,2018,92.80735755740868,Люкс,6,7,6,2
1642,14008259.471944075,2018,72.01274138019647,Люкс,5,6,5,2
1643,5065394.98750005,2004,35.428993362994845,Стандарт,1,2,1,1
1644,3219414.0914893006,1977,27.54063949709429,Эконом,1,2,0,1
1645,15800633.251470357,2020,81.71840350911148,Люкс,7,5,5,3
1646,3101983.5684002605,1983,28.2548920923697,Эконом,0,1,0,1
1647,2530181.357583318,1951,22.67549555233753,Эконом,0,1,0,1
1648,15431630.86407335,2020,80.40170344397067,Люкс,5,6,5,3
1649,5430972.766127981,2008,39.31137793564129,Стандарт,1,1,1,1
1650,15107965.270193841,2018,76.16966000901404,Люкс,5,6,7,3
1651,2895843.7435894203,1958,26.29945494544253,Эконом,0,1,0,1
1652,14400947.305365784,2019,72.37923578695053,Люкс,6,5,6,3
1653,14424634.931138022,2017,73.81966746240029,Люкс,6,5,5,3
1654,2419837.978818445,1954,20.527699027762672,Эконом,1,1,0,1
1655,15424324.28209177,2017,77.2620340364186,Люкс,7,6,7,2
1656,2097895.027853817,1959,18.23310401515796,Эконом,0,1,0,1
1657,17405975.472959284,2023,94.63242319044096,Люкс,6,5,5,2
1658,5490973.979492107,2007,38.04466087738109,Стандарт,3,1,1,1
1659,17200634.81584154,2023,92.08196923869349,Люкс,7,5,5,2
1660,16004775.360905707,2023,82.32827448675144,Люкс,7,7,5,2
1661,5635004.755089414,2008,38.28741568293672,Стандарт,3,2,1,1
1662,18562330.074318577,2018,99.2766794567674,Люкс,6,6,7,2
1663,18104846.546967547,2017,96.10829781674249,Люкс,5,6,7,3
1664,5092014.9725578595,2004,35.665078531439896,Стандарт,2,1,1,1
1665,5662451.172553799,2004,38.45573881690241,Стандарт,2,3,1,1
1666,2763327.7125561363,1973,23.066856221829156,Эконом,1,2,0,1
1667,5511297.769825835,2003,37.99999638011345,Стандарт,1,3,1,1
1668,2381652.1981137255,1962,19.30788109075739,Эконом,1,2,0,1
1669,17643698.800237935,2021,92.16066751708259,Люкс,7,6,6,3
1670,5773610.825926787,2009,38.14255968232626,Стандарт,3,3,1,1
1671,5591992.645567401,2006,39.80267084845873,Стандарт,2,1,1,1
1672,2512278.74693162,1976,20.448237892484723,Эконом,1,2,0,1
1673,3229825.86497346,1977,27.60087964475118,Эконом,1,2,0,1
1674,14531766.045314632,2017,73.53966043620458,Люкс,7,6,5,2
1675,2972126.018180474,1950,25.0476878719011,Эконом,1,2,0,1
1676,5573225.303326803,2000,36.73074728543408,Стандарт,3,3,1,1
1677,5286712.814788641,2004,37.13976510120164,Стандарт,1,2,1,1
1678,3255598.0954487314,1951,27.871376997473682,Эконом,1,2,0,1
1679,17509782.211386923,2023,95.33052931835859,Люкс,5,5,5,3
1680,5275709.805559334,2000,37.08239305420857,Стандарт,2,1,1,1
1681,5249696.78224473,2005,35.99982566354237,Стандарт,1,3,1,1
1682,3155778.7758447095,1968,27.027559653688872,Эконом,1,2,0,1
1683,2760049.254235807,1976,23.96750731080811,Эконом,0,2,0,1
1684,5220892.280852702,2003,35.66276475462376,Стандарт,1,3,1,1
1685,2987891.2157392306,1989,26.11578540440636,Эконом,0,2,0,1
1686,5403823.147700073,2000,35.19832075480805,Стандарт,3,3,1,1
1687,2614105.5653995057,1962,22.505169626723312,Эконом,0,2,0,1
1688,15711783.516929207,2017,81.12345621154643,Люкс,6,7,5,2
1689,13938321.96794942,2018,70.30921118383961,Люкс,6,5,5,3
1690,3212599.6547409063,1952,27.51772606034251,Эконом,1,2,0,1
1691,5437593.83521287,2005,37.469423462540135,Стандарт,3,1,1,1
1692,5582632.604391014,2004,38.63756842950779,Стандарт,1,3,1,1
1693,3091864.751180324,1960,28.243192037620226,Эконом,0,1,0,1
1694,17839727.7200405,2019,92.33375498852692,Люкс,6,7,7,3
1695,5047475.560858198,2005,35.13865054634892,Стандарт,1,2,1,1
1696,5338587.704699148,2003,38.76372389532968,Стандарт,1,1,1,1
1697,5282393.64984334,2008,35.215724052736725,Стандарт,2,3,1,1
1698,5720209.053949284,2005,38.63385997348773,Стандарт,3,2,1,1
1699,5237176.257089013,2008,37.96513411597183,Стандарт,1,1,1,1
1700,5341650.751202426,2002,38.807277563522796,Стандарт,1,1,1,1
1701,5113805.058390729,2010,36.658044776808836,Стандарт,1,1,1,1
1702,4927171.824156288,2003,35.177686773656156,Стандарт,1,1,1,1
1703,15240329.23280511,2017,77.200672272746,Люкс,7,5,6,3
1704,17367394.295367263,2022,88.3676607844714,Люкс,7,7,7,3
1705,2801308.0543238153,1979,23.221602741679128,Эконом,1,2,0,1
1706,2461034.5245570145,1981,22.02789520200109,Эконом,0,1,0,1
1707,5438161.119657109,2005,38.53797834750358,Стандарт,1,2,1,1
1708,15956534.722908823,2020,83.8965860238054,Люкс,5,6,5,3
1709,2168513.5481669637,1972,18.119755711440952,Эконом,1,1,0,1
1710,5257887.216910564,2005,36.13522603435043,Стандарт,1,3,1,1
1711,2776948.8501623627,1956,25.171512687269434,Эконом,0,1,0,1
1712,5541241.558394773,2000,39.48226857248318,Стандарт,2,1,1,1
1713,5749438.89799119,2009,37.932100237744955,Стандарт,3,3,1,1
1714,5713282.569127653,2002,39.942110307512486,Стандарт,2,2,1,1
1715,3199080.3497252385,1953,29.359661121865987,Эконом,0,1,0,1
1716,2914123.800735334,1956,26.566768820738588,Эконом,0,1,0,1
1717,5551622.798549769,2000,39.182667239210026,Стандарт,2,1,1,1
1718,2586508.472541549,1974,22.152797375546,Эконом,0,2,0,1
1719,17530347.7420488,2023,91.51043315036715,Люкс,6,7,7,2
1720,5447288.251070559,2006,36.373135314322084,Стандарт,3,2,1,1
1721,5563876.857402327,2003,38.447232239726866,Стандарт,1,3,1,1
1722,17564686.869009074,2017,92.53476501083836,Люкс,5,7,6,3
1723,18225682.16957463,2020,97.92115951272204,Люкс,7,5,6,2
1724,16624820.515000772,2018,87.41719940719986,Люкс,6,5,6,3
1725,18141469.41413426,2017,97.33815243904706,Люкс,6,6,5,3
1726,5707643.080221276,2006,39.488758698857325,Стандарт,3,1,1,1
1727,18375786.932579294,2021,97.93621846669035,Люкс,5,7,7,2
1728,5672548.073157729,2010,39.25663145530723,Стандарт,2,2,1,1
1729,16450637.657472566,2022,86.02073448398184,Люкс,5,6,7,2
1730,18500664.35591318,2017,98.69579380465683,Люкс,7,6,6,2
1731,5547141.292504996,2007,38.32308806196654,Стандарт,3,1,1,1
1732,17450660.092566863,2022,92.9971079689529,Люкс,5,6,7,2
1733,15572313.501775486,2020,77.1516833377764,Люкс,7,6,7,3
1734,17089329.78163576,2021,89.32176636791436,Люкс,7,6,5,3
1735,3230512.764981263,1965,27.750130908670016,Эконом,1,2,0,1
1736,2872561.2629619767,1980,26.030712754194013,Эконом,0,1,0,1
1737,2350362.064568547,1956,19.897055780966657,Эконом,0,2,0,1
1738,17063745.402483866,2023,88.31247795649048,Люкс,7,6,6,3
1739,5441543.32180856,2005,37.393705243326835,Стандарт,2,2,1,1
1740,5155787.381233138,2010,37.14802410570863,Стандарт,1,1,1,1
1741,5389780.320425091,2000,35.94254816117514,Стандарт,2,3,1,1
1742,15526631.941551263,2023,77.85906915336692,Люкс,7,6,6,3
1743,14484067.957533883,2022,72.00144922943262,Люкс,7,5,7,2
1744,5824602.499336297,2007,39.52861355356683,Стандарт,2,3,1,1
1745,2578181.1927741216,1966,22.02286446836214,Эконом,1,1,0,1
1746,5286095.820460865,2010,36.33700291363059,Стандарт,1,3,1,1
1747,5469093.543819758,2007,38.55017360119756,Стандарт,1,2,1,1
1748,5501122.552284785,2005,38.03313954210149,Стандарт,2,2,1,1
1749,5610981.95909655,2008,38.976825189583806,Стандарт,2,2,1,1
1750,15711053.991096118,2018,83.27517171902537,Люкс,5,5,6,2
1751,17982210.426768698,2019,94.29581152784064,Люкс,7,7,6,2
1752,15111499.211608496,2019,76.18994474016802,Люкс,7,5,6,3
1753,17954907.111725055,2020,95.07621203889123,Люкс,7,6,5,3
1754,2387931.9207782936,1984,20.23199368893944,Эконом,1,1,0,1
1755,2683055.1953438623,1977,22.283056917441066,Эконом,1,2,0,1
1756,3283860.9400598714,1975,29.235996423531585,Эконом,1,1,0,1
1757,3336142.8215745455,1973,29.748119741564384,Эконом,1,1,0,1
1758,17937365.912814133,2017,98.2419619302444,Люкс,5,6,5,2
1759,5501272.099421015,2007,37.88636880220221,Стандарт,3,1,1,1
1760,5401936.670817242,2001,37.237670541678156,Стандарт,1,3,1,1
1761,5487288.605128076,2008,36.886369885957876,Стандарт,3,2,1,1
1762,5263303.057608398,2001,35.97292995755843,Стандарт,1,3,1,1
1763,5036199.4863868635,2007,36.25883714491809,Стандарт,1,1,1,1
1764,15694756.97199086,2023,78.24483413463909,Люкс,7,7,6,3
1765,2830651.511983044,1950,25.78324036118639,Эконом,0,1,0,1
1766,5551432.96900331,2002,36.5630529402328,Стандарт,3,3,1,1
1767,5296728.9330665935,2007,37.254746871046024,Стандарт,1,2,1,1
1768,4960079.573121834,2001,35.2958994808391,Стандарт,1,1,1,1
1769,2501691.457940965,1974,21.357453757311124,Эконом,0,2,0,1
1770,5028665.009433311,2001,35.04781211085347,Стандарт,1,2,1,1
1771,14171136.840428773,2017,72.87902945413254,Люкс,5,5,5,3
1772,2526891.7368640034,1987,20.682615600487306,Эконом,1,2,0,1
1773,14513979.502044346,2019,73.14802292268676,Люкс,6,5,6,3
1774,2973131.3436857816,1959,27.208145422490098,Эконом,0,1,0,1
1775,17838930.370453365,2021,95.50778872321861,Люкс,5,6,6,3
1776,18711604.56649626,2022,99.15426085645342,Люкс,7,6,6,3
1777,3026494.0128117357,1988,25.74576865864331,Эконом,1,2,0,1
1778,3037936.191251833,1977,26.737306319177534,Эконом,1,1,0,1
1779,3108535.427710103,1981,27.514428501547428,Эконом,1,1,0,1
1780,18205325.005171075,2022,97.0203083566879,Люкс,5,7,6,3
1781,16129434.683654794,2022,84.14459063817696,Люкс,5,6,6,3
1782,5588394.850284122,2006,39.86733274103409,Стандарт,1,2,1,1
1783,2581050.2506443853,1969,23.114428153393696,Эконом,0,1,0,1
1784,14743857.524426423,2018,71.63956602375431,Люкс,6,7,7,3
1785,14887361.399418177,2017,75.7404425132908,Люкс,6,6,5,3
1786,5578955.866697602,2001,38.77442522101461,Стандарт,1,3,1,1
1787,3303203.402546814,1984,29.290510783242265,Эконом,1,1,0,1
1788,2446258.299468459,1973,21.824309792203767,Эконом,0,1,0,1
1789,16523828.702950392,2021,86.5405935378623,Люкс,6,5,7,2
1790,2479253.1634062976,1964,21.27209571108198,Эконом,1,1,0,1
1791,2180932.2690790985,1985,18.20083524618215,Эконом,0,2,0,1
1792,5627974.434774993,2007,39.22898428278552,Стандарт,1,3,1,1
1793,15501745.568024302,2018,78.86377797859018,Люкс,6,7,6,2
1794,15259516.313562494,2018,78.28833528883003,Люкс,6,7,5,2
1795,15153097.378566608,2021,78.45975186881779,Люкс,7,5,5,2
1796,2483205.256614676,1962,20.097546864234886,Эконом,1,2,0,1
1797,5567844.077953443,2004,38.5149997020821,Стандарт,1,3,1,1
1798,16309301.061459512,2021,85.14683763635804,Люкс,6,5,6,3
1799,2978839.26622605,1974,26.22501522275266,Эконом,1,1,0,1
1800,2912474.935655844,1964,24.53629022886272,Эконом,1,2,0,1
1801,16552730.434047516,2021,86.82555409229977,Люкс,7,6,5,2
1802,2924372.6545726745,1952,25.532926235235173,Эконом,1,1,0,1
1803,18103651.127280224,2018,98.02544066927308,Люкс,5,7,5,2
1804,3264776.7395452266,1954,28.01790077197423,Эконом,1,2,0,1
1805,2463310.0527989003,1955,21.015916253222777,Эконом,1,1,0,1
1806,14370981.54287023,2019,72.42634383827736,Люкс,6,6,6,2
1807,2498072.493163959,1978,21.42732592978459,Эконом,0,2,0,1
1808,2431119.4410590245,1972,21.80592345071883,Эконом,0,1,0,1
1809,5612120.7849391755,2003,39.77425843498403,Стандарт,2,1,1,1
1810,2616233.0574054453,1958,21.37042921425122,Эконом,1,2,0,1
1811,17986081.41717429,2019,98.49343467672999,Люкс,5,6,5,2
1812,14940452.184991103,2019,77.1649319900948,Люкс,6,6,5,2
1813,2938166.193054728,1980,25.628637376509793,Эконом,1,1,0,1
1814,18182942.231679738,2021,96.82713791139999,Люкс,6,6,6,3
1815,14058917.078752419,2022,71.18122961075498,Люкс,5,7,5,2
1816,2320923.0938464506,1973,20.690025936361007,Эконом,0,1,0,1
1817,2831237.0172431273,1951,24.578334438481917,Эконом,0,2,0,1
1818,5723445.707621295,2007,38.68989942490914,Стандарт,2,3,1,1
1819,15371972.007069968,2018,81.11401462434951,Люкс,5,5,6,2
1820,3059195.266086669,1950,28.0291765375764,Эконом,0,1,0,1
1821,15784612.503595266,2023,78.88300991291734,Люкс,7,7,7,2
1822,16399543.27532036,2023,85.87016425539244,Люкс,6,5,7,2
1823,5039364.260248389,2003,36.10593964043223,Стандарт,1,1,1,1
1824,2145286.2096583885,1954,18.932942548372345,Эконом,0,1,0,1
1825,2521731.336635323,1959,21.465570958321013,Эконом,0,2,0,1
1826,14625681.743417189,2019,73.14611119488421,Люкс,6,7,6,2
1827,5920273.547657587,2004,39.34506622504504,Стандарт,3,3,1,1
1828,5588358.35348928,2006,36.8268945581765,Стандарт,3,3,1,1
1829,15331154.446850613,2023,75.68005504279418,Люкс,7,7,6,3
1830,16390561.162261575,2023,83.60772798135649,Люкс,7,7,5,3
1831,16180109.114218773,2021,83.48250143422638,Люкс,6,5,7,3
1832,5132805.61011352,2010,36.105295991059705,Стандарт,2,1,1,1
1833,16152974.01644943,2022,83.33340291547354,Люкс,7,6,6,2
1834,17701789.777232055,2021,94.44981431662205,Люкс,6,5,7,2
1835,2307755.516012063,1989,20.53879334433841,Эконом,0,1,0,1
1836,5216985.362007756,2010,35.43456716681527,Стандарт,3,1,1,1
1837,14527279.060615657,2022,72.22296693878631,Люкс,6,7,5,3
1838,2975100.9862126675,1961,26.222487693658515,Эконом,1,1,0,1
1839,5414708.739968565,2007,37.10917412955838,Стандарт,1,3,1,1
1840,17353457.529914793,2017,90.2386379509174,Люкс,7,6,7,2
1841,2311723.7817614377,1984,18.417761898526905,Эконом,1,2,0,1
1842,18393901.61371198,2020,97.17996032002218,Люкс,7,6,7,2
1843,2356171.7631221,1971,19.88618283282299,Эконом,0,2,0,1
1844,14931948.190777412,2021,73.88473546133827,Люкс,6,7,7,2
1845,2619074.5007897886,1964,22.669429706457414,Эконом,1,1,0,1
1846,17686940.89136246,2023,95.4720675032626,Люкс,5,6,5,3
1847,17464389.81140952,2023,90.94445418266777,Люкс,7,6,7,2
1848,2823362.8924424616,1966,23.529061650417987,Эконом,1,2,0,1
1849,2382194.3846233212,1988,20.269470532671075,Эконом,0,2,0,1
