id,Пол,Возраст,Вес,Проффесия,Высшее_образование
2359,М,49,87,Маляр,Да
2360,М,21,52,Backend-разработчик,Да
2361,Ж,68,94,Тренер по волейболу,Да
2362,М,53,90,Сантехник,Да
2363,Ж,24,44,Блогер,Нет
2364,М,21,76,Frontend-разработчик,Да
2365,М,21,76,Frontend-разработчик,Да
2366,М,63,74,Маляр,Да
2367,Ж,21,40,Таргетолог,Нет
2368,Ж,21,40,Таргетолог,Нет
2369,Ж,25,83,Frontend-разработчик,Да
2370,Ж,25,83,Frontend-разработчик,Да
2371,,65,82,Крановщик,Да
2372,,65,82,Крановщик,Да
2373,М,299,72,Тренер по киберспорту,Да
2374,М,22,41,Backend-разработчик,Да
2375,М,24,40,Data scientist,Да
2376,М,48,72,Тренер по легкой атлетике,Да
2377,Ж,243,80,Тренер по легкой атлетике,Да
2378,М,23,76,Тестировщик,Да
2379,Ж,70,90,Тренер по футболу,Да
2380,М,288,72,Тренер по волейболу,Да
2381,М,288,72,Тренер по волейболу,Да
2382,М,74,76,Тренер по легкой атлетике,Да
2383,Ж,20,53,Блогер,Нет
2384,Ж,20,53,Блогер,Нет
2385,Ж,20,53,Блогер,Нет
2386,Ж,18,52,Таргетолог,Нет
2387,М,49,87,Тренер по волейболу,Да
2388,Ж,60,87,Тренер по киберспорту,Да
2389,Ж,22,59,Таргетолог,Нет
2390,Ж,22,59,Таргетолог,Нет
2391,М,21,77,Data scientist,Да
2392,М,27,57,Frontend-разработчик,Да
2393,М,49,86,Сварщик,Да
2394,Ж,24,45,Таргетолог,Нет
2395,М,23,56,,Да
2396,Ж,67,86,Тренер по киберспорту,Да
2397,М,57,72,Сварщик,Да
2398,Ж,23,45,Фотограф,Нет
2399,Ж,23,45,Фотограф,Нет
2400,М,27,65,IOS-разработчик,Да
2401,М,22,85,Data scientist,Да
2402,Ж,21,50,SMM-специалист,Нет
2403,Ж,20,1940,SMM-специалист,Нет
2404,Ж,20,1940,SMM-специалист,Нет
2405,М,20,85,Backend-разработчик,Да
2406,М,71,93,Сварщик,Да
2407,М,71,93,Сварщик,Да
2408,Ж,73,89,Тренер по футболу,Да
2409,М,55,82,Тренер по фитнесу,Да
2410,Ж,21,43,Копирайтер,Нет
2411,М,30,87,IOS-разработчик,Да
2412,Ж,23,55,Data scientist,Да
2413,Ж,23,55,Data scientist,Да
2414,Ж,71,70,Тренер по киберспорту,Да
2415,Ж,71,70,Тренер по киберспорту,Да
2416,М,20,46,Backend-разработчик,Да
2417,М,54,100,Тренер по футболу,Да
2418,Ж,25,55,Копирайтер,Нет
2419,Ж,25,55,Копирайтер,Нет
2420,Ж,69,73,Тренер по волейболу,Да
2421,Ж,69,73,Тренер по волейболу,Да
2422,Ж,24,52,Backend-разработчик,Да
2423,Ж,24,52,Backend-разработчик,Да
2424,Ж,24,52,Backend-разработчик,Да
2425,Ж,20,68,Frontend-разработчик,Да
2426,М,50,93,Крановщик,Да
2427,М,50,93,Крановщик,Да
2428,Ж,24,42,Копирайтер,Нет
2429,М,68,79,Сантехник,Да
2430,Ж,21,1323,Блогер,Нет
2431,М,29,79,Тестировщик,Да
2432,М,20,47,Data scientist,Да
2433,Ж,73,74,Тренер по волейболу,Да
2434,М,58,83,Токарь,Да
2435,Ж,24,55,Копирайтер,Нет
2436,Ж,24,55,Копирайтер,Нет
2437,Ж,18,49,Фотограф,Нет
2438,Ж,69,72,Тренер по легкой атлетике,Да
2439,М,20,48,IOS-разработчик,Да
2440,М,20,48,IOS-разработчик,Да
2441,Ж,24,55,SMM-специалист,Нет
2442,Ж,24,55,SMM-специалист,Нет
2443,Ж,24,55,SMM-специалист,Нет
2444,М,66,85,Сварщик,Да
2445,М,66,85,Сварщик,Да
2446,Ж,24,40,Блогер,Нет
2447,М,23,53,IOS-разработчик,Да
2448,Ж,24,1699,Копирайтер,Нет
2449,М,22,90,IOS-разработчик,Да
2450,М,22,90,IOS-разработчик,Да
2451,М,29,52,,Да
2452,Ж,22,43,Таргетолог,Нет
2453,Ж,22,40,Блогер,Нет
2454,Ж,22,40,Блогер,Нет
2455,Ж,22,40,Блогер,Нет
2456,Ж,23,64,,Да
2457,М,21,80,Frontend-разработчик,Да
2458,Ж,18,41,SMM-специалист,Нет
2459,М,28,86,Backend-разработчик,Да
2460,М,60,72,Крановщик,Да
2461,Ж,25,79,Backend-разработчик,Да
2462,Ж,29,82,,Да
2463,Ж,77,74,Тренер по футболу,Да
2464,М,59,90,Токарь,Да
2465,Ж,25,49,IOS-разработчик,Да
2466,М,54,73,Тренер по киберспорту,Да
2467,М,54,73,Тренер по киберспорту,Да
2468,Ж,74,84,Тренер по фитнесу,Да
2469,М,50,93,Тренер по киберспорту,Да
2470,М,50,93,Тренер по киберспорту,Да
2471,М,30,86,IOS-разработчик,Да
2472,Ж,21,60,SMM-специалист,Нет
2473,Ж,21,60,SMM-специалист,Нет
2474,Ж,25,48,Копирайтер,Нет
2475,Ж,22,49,Таргетолог,Нет
2476,Ж,22,49,Таргетолог,Нет
2477,Ж,19,48,SMM-специалист,Нет
2478,Ж,24,71,Frontend-разработчик,Да
2479,Ж,24,71,Frontend-разработчик,Да
2480,Ж,23,54,Frontend-разработчик,Да
2481,М,72,95,Сантехник,Да
2482,М,72,95,Сантехник,Да
2483,М,72,95,Сантехник,Да
2484,Ж,18,54,Блогер,Нет
2485,Ж,70,96,Тренер по волейболу,Да
2486,М,74,94,Маляр,Да
2487,М,70,97,Тренер по фитнесу,Да
2488,Ж,23,48,Фотограф,Нет
2489,Ж,22,59,Таргетолог,Нет
2490,М,297,98,Тренер по футболу,Да
2491,М,80,75,Сварщик,Да
2492,М,80,75,Сварщик,Да
2493,М,30,50,Backend-разработчик,Да
2494,Ж,25,48,Копирайтер,Нет
2495,М,26,75,Frontend-разработчик,Да
2496,Ж,61,97,Тренер по футболу,Да
2497,,77,89,Маляр,Да
2498,Ж,23,49,SMM-специалист,Нет
2499,М,73,90,Тренер по легкой атлетике,Да
2500,Ж,27,50,Тестировщик,Да
2501,Ж,27,50,Тестировщик,Да
2502,Ж,21,70,Frontend-разработчик,Да
2503,Ж,21,70,Frontend-разработчик,Да
2504,Ж,24,55,SMM-специалист,Нет
2505,М,24,59,IOS-разработчик,Да
2506,Ж,20,56,Копирайтер,Нет
2507,М,78,79,Маляр,Да
2508,Ж,22,55,Таргетолог,Нет
2509,М,46,78,Тренер по киберспорту,Да
2510,М,80,90,Сантехник,Да
2511,М,80,90,Сантехник,Да
2512,М,65,70,Маляр,Да
2513,Ж,21,59,Копирайтер,Нет
2514,Ж,30,44,Тестировщик,Да
2515,Ж,23,47,Копирайтер,Нет
2516,М,20,47,Backend-разработчик,Да
2517,М,29,45,Data scientist,Да
2518,М,29,45,Data scientist,Да
2519,М,29,45,Data scientist,Да
2520,М,29,45,Data scientist,Да
2521,Ж,22,87,Data scientist,Да
2522,Ж,22,87,Data scientist,Да
2523,Ж,22,87,Data scientist,Да
2524,М,29,89,IOS-разработчик,Да
2525,Ж,19,50,SMM-специалист,Нет
2526,Ж,25,53,Фотограф,Нет
2527,М,78,77,Токарь,Да
2528,М,78,77,Токарь,Да
2529,М,78,77,Токарь,Да
2530,М,63,70,Маляр,Да
2531,Ж,71,84,Тренер по футболу,Да
2532,Ж,71,84,Тренер по футболу,Да
2533,Ж,71,84,Тренер по футболу,Да
2534,М,29,40,Frontend-разработчик,Да
2535,М,25,50,Тестировщик,Да
2536,М,25,50,Тестировщик,Да
2537,Ж,20,57,SMM-специалист,Нет
2538,Ж,23,46,Backend-разработчик,Да
2539,Ж,48,100,Тренер по легкой атлетике,Да
2540,,51,82,Маляр,Да
2541,,46,84,Сварщик,Да
2542,М,21,50,Frontend-разработчик,Да
2543,Ж,21,52,Копирайтер,Нет
2544,Ж,22,46,Копирайтер,Нет
2545,М,30,78,IOS-разработчик,Да
2546,М,56,87,Маляр,Да
2547,М,56,87,Маляр,Да
2548,Ж,76,87,Тренер по волейболу,Да
2549,Ж,21,53,Копирайтер,Нет
2550,М,30,45,Frontend-разработчик,Да
2551,М,73,88,Тренер по волейболу,Да
2552,М,49,79,Сантехник,Да
2553,Ж,26,47,Backend-разработчик,Да
2554,М,80,83,Сантехник,Да
2555,М,59,99,Маляр,Да
2556,Ж,23,57,Фотограф,Нет
2557,Ж,23,57,Фотограф,Нет
2558,Ж,57,96,Тренер по волейболу,Да
2559,Ж,69,89,Тренер по волейболу,Да
2560,М,66,88,Тренер по легкой атлетике,Да
2561,М,59,96,Сварщик,Да
2562,Ж,24,1744,Блогер,Нет
2563,Ж,23,48,Блогер,Нет
2564,Ж,28,47,Backend-разработчик,Да
2565,Ж,54,78,Тренер по киберспорту,Да
2566,Ж,25,1065,Таргетолог,Нет
2567,Ж,77,94,Тренер по волейболу,Да
2568,Ж,19,45,Фотограф,Нет
2569,М,21,87,Backend-разработчик,Да
2570,М,21,87,Backend-разработчик,Да
2571,М,25,44,Frontend-разработчик,Да
2572,М,66,76,Крановщик,Да
2573,М,66,76,Крановщик,Да
2574,Ж,23,59,Копирайтер,Нет
2575,Ж,23,59,Копирайтер,Нет
2576,Ж,286,77,Тренер по волейболу,Да
2577,Ж,286,77,Тренер по волейболу,Да
2578,Ж,56,71,Тренер по легкой атлетике,Да
2579,М,50,75,Тренер по фитнесу,Да
2580,Ж,25,58,IOS-разработчик,Да
2581,Ж,24,50,Таргетолог,Нет
2582,М,61,89,Сварщик,Да
2583,Ж,24,77,Backend-разработчик,Да
2584,Ж,25,40,Фотограф,Нет
2585,М,71,77,Маляр,Да
2586,М,79,81,Крановщик,Да
2587,Ж,24,50,Таргетолог,Нет
2588,Ж,20,48,Блогер,Нет
2589,,65,81,Маляр,Да
2590,Ж,22,52,Фотограф,Нет
2591,Ж,25,53,SMM-специалист,Нет
2592,Ж,22,57,Блогер,Нет
2593,Ж,24,1513,Таргетолог,Нет
2594,Ж,24,1513,Таргетолог,Нет
2595,М,235,74,Тренер по фитнесу,Да
2596,Ж,49,74,Тренер по фитнесу,Да
2597,Ж,49,74,Тренер по фитнесу,Да
2598,Ж,25,1747,SMM-специалист,Нет
2599,М,26,71,Тестировщик,Да
2600,М,25,40,,Да
2601,М,72,70,Тренер по легкой атлетике,Да
2602,М,72,70,Тренер по легкой атлетике,Да
2603,Ж,26,48,Data scientist,Да
2604,Ж,21,45,Копирайтер,Нет
2605,Ж,21,54,IOS-разработчик,Да
2606,Ж,21,54,IOS-разработчик,Да
2607,М,54,73,Токарь,Да
2608,М,46,100,Крановщик,Да
2609,Ж,78,70,Тренер по фитнесу,Да
2610,М,61,93,Сварщик,Да
2611,М,28,78,Frontend-разработчик,Да
2612,М,53,82,Тренер по фитнесу,Да
2613,Ж,56,72,Тренер по волейболу,Да
2614,Ж,21,44,Таргетолог,Нет
2615,М,22,82,,Да
2616,Ж,22,41,Фотограф,Нет
2617,Ж,24,51,Frontend-разработчик,Да
2618,Ж,22,44,Фотограф,Нет
2619,Ж,22,44,Фотограф,Нет
2620,Ж,18,57,Таргетолог,Нет
2621,Ж,24,48,Фотограф,Нет
2622,Ж,28,59,Тестировщик,Да
2623,Ж,23,1957,Таргетолог,Нет
2624,Ж,23,1957,Таргетолог,Нет
2625,М,46,93,Тренер по футболу,Да
2626,М,68,92,Крановщик,Да
2627,Ж,54,70,Тренер по волейболу,Да
2628,Ж,18,60,SMM-специалист,Нет
2629,Ж,18,60,SMM-специалист,Нет
2630,М,78,76,Сантехник,Да
2631,М,71,71,Тренер по волейболу,Да
2632,Ж,23,56,Блогер,Нет
2633,Ж,24,60,Тестировщик,Да
2634,Ж,24,60,Тестировщик,Да
2635,Ж,24,60,Тестировщик,Да
2636,Ж,74,79,Тренер по киберспорту,Да
2637,М,27,44,Frontend-разработчик,Да
2638,М,28,60,IOS-разработчик,Да
2639,М,28,60,IOS-разработчик,Да
2640,Ж,22,53,Копирайтер,Нет
2641,М,73,88,Тренер по волейболу,Да
2642,,65,80,Токарь,Да
2643,,65,80,Токарь,Да
2644,Ж,22,44,SMM-специалист,Нет
2645,Ж,62,78,Тренер по фитнесу,Да
2646,Ж,62,78,Тренер по фитнесу,Да
2647,М,69,98,Сантехник,Да
2648,М,69,98,Сантехник,Да
2649,М,69,98,Сантехник,Да
2650,М,20,43,Frontend-разработчик,Да
2651,М,48,100,Токарь,Да
2652,М,48,100,Токарь,Да
2653,,65,81,Токарь,Да
2654,М,49,90,Крановщик,Да
2655,М,49,90,Крановщик,Да
2656,М,49,90,Крановщик,Да
2657,Ж,29,72,Frontend-разработчик,Да
2658,Ж,20,54,Копирайтер,Нет
2659,Ж,20,54,Копирайтер,Нет
2660,Ж,21,40,Фотограф,Нет
2661,Ж,20,88,Frontend-разработчик,Да
2662,Ж,18,60,SMM-специалист,Нет
2663,М,64,87,Тренер по футболу,Да
2664,М,64,87,Тренер по футболу,Да
2665,Ж,25,49,SMM-специалист,Нет
2666,Ж,25,44,Фотограф,Нет
2667,Ж,22,83,Тестировщик,Да
2668,Ж,25,54,Таргетолог,Нет
2669,Ж,58,83,Тренер по легкой атлетике,Да
2670,М,24,50,Frontend-разработчик,Да
2671,М,56,90,Маляр,Да
2672,М,56,97,Сантехник,Да
2673,Ж,22,51,Блогер,Нет
2674,Ж,55,96,Тренер по легкой атлетике,Да
2675,Ж,21,74,Frontend-разработчик,Да
2676,М,23,83,IOS-разработчик,Да
2677,Ж,24,58,SMM-специалист,Нет
2678,Ж,24,58,SMM-специалист,Нет
2679,М,30,82,Backend-разработчик,Да
2680,Ж,24,41,SMM-специалист,Нет
2681,М,77,83,Токарь,Да
2682,М,50,93,Токарь,Да
2683,Ж,19,52,Фотограф,Нет
2684,М,48,80,Тренер по легкой атлетике,Да
2685,М,48,80,Тренер по легкой атлетике,Да
2686,М,24,87,Тестировщик,Да
2687,Ж,19,49,Фотограф,Нет
2688,М,57,72,Сантехник,Да
2689,М,59,70,Сантехник,Да
2690,М,59,70,Сантехник,Да
2691,Ж,20,81,Тестировщик,Да
2692,М,76,86,Маляр,Да
2693,М,74,98,Крановщик,Да
2694,Ж,24,47,Frontend-разработчик,Да
2695,Ж,26,45,IOS-разработчик,Да
2696,Ж,53,84,Тренер по легкой атлетике,Да
2697,Ж,62,97,Тренер по легкой атлетике,Да
2698,Ж,62,97,Тренер по легкой атлетике,Да
2699,М,67,73,Сварщик,Да
2700,М,80,82,Тренер по футболу,Да
2701,М,80,82,Тренер по футболу,Да
2702,М,25,53,IOS-разработчик,Да
2703,Ж,25,86,Frontend-разработчик,Да
2704,Ж,25,86,Frontend-разработчик,Да
2705,Ж,57,83,Тренер по фитнесу,Да
2706,Ж,57,83,Тренер по фитнесу,Да
2707,Ж,29,46,Frontend-разработчик,Да
2708,М,55,85,Тренер по футболу,Да
2709,Ж,20,53,Таргетолог,Нет
2710,М,47,91,Тренер по легкой атлетике,Да
2711,Ж,25,49,Копирайтер,Нет
2712,М,30,52,Тестировщик,Да
2713,М,261,97,Тренер по волейболу,Да
2714,М,75,85,Маляр,Да
2715,Ж,25,52,Frontend-разработчик,Да
2716,Ж,25,52,Frontend-разработчик,Да
2717,Ж,24,40,Data scientist,Да
2718,Ж,18,54,Блогер,Нет
2719,М,67,83,Маляр,Да
2720,М,24,55,Backend-разработчик,Да
2721,Ж,23,42,Таргетолог,Нет
2722,Ж,19,1969,Таргетолог,Нет
2723,М,20,80,IOS-разработчик,Да
2724,М,20,80,IOS-разработчик,Да
2725,М,20,80,IOS-разработчик,Да
2726,М,20,80,IOS-разработчик,Да
2727,М,24,87,,Да
2728,М,80,78,Маляр,Да
2729,Ж,22,43,Таргетолог,Нет
2730,М,72,79,Маляр,Да
2731,М,78,100,Тренер по футболу,Да
2732,М,265,91,Тренер по волейболу,Да
2733,Ж,18,43,Таргетолог,Нет
2734,М,47,77,Тренер по легкой атлетике,Да
2735,Ж,21,52,Таргетолог,Нет
2736,Ж,24,55,Фотограф,Нет
2737,Ж,20,60,Блогер,Нет
2738,М,21,81,Frontend-разработчик,Да
2739,М,76,94,Маляр,Да
2740,М,67,90,Маляр,Да
2741,М,67,90,Маляр,Да
2742,Ж,69,89,Тренер по легкой атлетике,Да
2743,М,47,89,Крановщик,Да
2744,М,22,48,Backend-разработчик,Да
2745,Ж,28,85,Frontend-разработчик,Да
2746,М,22,73,Data scientist,Да
2747,М,22,73,Data scientist,Да
2748,М,22,73,Data scientist,Да
2749,Ж,24,43,Таргетолог,Нет
2750,Ж,24,43,Таргетолог,Нет
2751,Ж,24,43,Таргетолог,Нет
2752,М,46,98,Сантехник,Да
2753,М,50,71,Тренер по легкой атлетике,Да
2754,М,47,83,Маляр,Да
2755,М,46,96,Сантехник,Да
2756,М,46,96,Сантехник,Да
2757,Ж,20,44,Блогер,Нет
2758,М,74,100,Маляр,Да
2759,М,28,41,Frontend-разработчик,Да
2760,Ж,25,67,IOS-разработчик,Да
2761,М,72,76,Тренер по киберспорту,Да
2762,М,21,76,Backend-разработчик,Да
2763,М,79,74,Тренер по легкой атлетике,Да
2764,М,78,71,Токарь,Да
2765,М,73,77,Сварщик,Да
2766,Ж,20,40,Фотограф,Нет
2767,Ж,18,51,Блогер,Нет
2768,Ж,21,45,Фотограф,Нет
2769,М,30,89,Backend-разработчик,Да
2770,М,218,92,Тренер по легкой атлетике,Да
2771,Ж,25,41,SMM-специалист,Нет
2772,,78,82,Крановщик,Да
2773,,78,82,Крановщик,Да
2774,Ж,22,42,Тестировщик,Да
2775,Ж,22,42,Тестировщик,Да
2776,Ж,22,42,Тестировщик,Да
2777,М,79,70,Крановщик,Да
2778,М,76,90,Крановщик,Да
2779,М,50,82,Тренер по футболу,Да
2780,М,20,52,Frontend-разработчик,Да
2781,Ж,23,63,Backend-разработчик,Да
2782,М,49,98,Тренер по футболу,Да
2783,М,68,79,Токарь,Да
2784,Ж,29,86,Frontend-разработчик,Да
2785,М,27,58,Backend-разработчик,Да
2786,М,28,43,Frontend-разработчик,Да
2787,М,21,90,Тестировщик,Да
2788,М,46,75,Маляр,Да
2789,М,53,75,Тренер по киберспорту,Да
2790,Ж,18,1218,Копирайтер,Нет
2791,Ж,18,1218,Копирайтер,Нет
2792,Ж,18,1218,Копирайтер,Нет
2793,Ж,22,1600,Блогер,Нет
2794,М,61,84,Маляр,Да
2795,М,60,94,Маляр,Да
2796,М,60,94,Маляр,Да
2797,М,60,99,Сварщик,Да
2798,М,61,98,Сварщик,Да
2799,М,61,98,Сварщик,Да
2800,М,62,82,Тренер по футболу,Да
2801,М,62,82,Тренер по футболу,Да
2802,Ж,23,52,Тестировщик,Да
2803,Ж,23,52,Тестировщик,Да
2804,Ж,29,76,Data scientist,Да
2805,Ж,45,82,Тренер по фитнесу,Да
2806,М,70,98,Крановщик,Да
2807,М,46,81,Маляр,Да
2808,М,53,72,Тренер по волейболу,Да
2809,Ж,52,80,Тренер по фитнесу,Да
2810,Ж,20,53,Фотограф,Нет
2811,М,53,94,Тренер по киберспорту,Да
2812,Ж,24,1528,SMM-специалист,Нет
2813,М,48,85,Сантехник,Да
2814,М,28,80,Backend-разработчик,Да
2815,М,28,80,Backend-разработчик,Да
2816,Ж,76,93,Тренер по волейболу,Да
2817,М,60,97,Тренер по легкой атлетике,Да
2818,Ж,24,81,Тестировщик,Да
2819,М,72,74,Тренер по футболу,Да
2820,М,49,97,Тренер по фитнесу,Да
2821,Ж,59,95,Тренер по легкой атлетике,Да
2822,М,76,75,Тренер по волейболу,Да
2823,М,23,78,Backend-разработчик,Да
2824,Ж,72,81,Тренер по футболу,Да
2825,Ж,73,89,Тренер по киберспорту,Да
2826,Ж,73,89,Тренер по киберспорту,Да
2827,Ж,73,89,Тренер по киберспорту,Да
2828,Ж,24,82,Data scientist,Да
2829,М,78,88,Токарь,Да
2830,Ж,19,52,Таргетолог,Нет
2831,М,55,88,Крановщик,Да
2832,Ж,50,89,Тренер по волейболу,Да
2833,Ж,50,89,Тренер по волейболу,Да
2834,М,62,83,Тренер по футболу,Да
2835,Ж,48,77,Тренер по фитнесу,Да
2836,Ж,48,77,Тренер по фитнесу,Да
2837,М,51,100,Сантехник,Да
2838,М,80,85,Сварщик,Да
2839,Ж,22,57,Копирайтер,Нет
2840,М,28,47,,Да
2841,Ж,23,1903,Фотограф,Нет
2842,Ж,23,1903,Фотограф,Нет
2843,Ж,20,57,Фотограф,Нет
2844,Ж,20,57,Фотограф,Нет
2845,Ж,20,57,Фотограф,Нет
2846,Ж,65,88,Тренер по волейболу,Да
2847,Ж,25,50,Таргетолог,Нет
2848,М,22,86,Data scientist,Да
2849,М,22,86,Data scientist,Да
2850,М,57,97,Сантехник,Да
2851,М,23,42,,Да
2852,М,22,73,,Да
2853,Ж,20,44,SMM-специалист,Нет
2854,Ж,19,54,Фотограф,Нет
2855,Ж,228,74,Тренер по легкой атлетике,Да
2856,М,79,90,Маляр,Да
2857,М,79,90,Маляр,Да
2858,М,79,90,Маляр,Да
2859,М,79,90,Маляр,Да
2860,М,76,71,Сварщик,Да
2861,М,76,71,Сварщик,Да
2862,Ж,24,54,Тестировщик,Да
2863,Ж,23,45,Фотограф,Нет
2864,Ж,25,52,Копирайтер,Нет
2865,М,63,86,Маляр,Да
2866,М,68,75,Сварщик,Да
2867,Ж,23,42,Фотограф,Нет
2868,М,55,82,Тренер по киберспорту,Да
2869,М,55,82,Тренер по киберспорту,Да
2870,Ж,20,54,Блогер,Нет
2871,М,49,91,Сварщик,Да
2872,М,62,73,Токарь,Да
2873,М,46,74,Тренер по волейболу,Да
2874,Ж,23,58,SMM-специалист,Нет
2875,Ж,20,42,Таргетолог,Нет
2876,Ж,20,42,Таргетолог,Нет
2877,Ж,56,93,Тренер по киберспорту,Да
2878,Ж,18,1949,Копирайтер,Нет
2879,М,21,76,Тестировщик,Да
2880,Ж,25,52,Таргетолог,Нет
2881,М,55,75,Сантехник,Да
2882,М,61,82,Крановщик,Да
2883,Ж,21,42,Копирайтер,Нет
2884,М,76,72,Токарь,Да
2885,М,78,73,Токарь,Да
2886,Ж,20,47,SMM-специалист,Нет
2887,М,20,66,Backend-разработчик,Да
2888,Ж,22,55,Блогер,Нет
2889,Ж,24,42,Фотограф,Нет
2890,Ж,24,80,Backend-разработчик,Да
2891,Ж,253,81,Тренер по волейболу,Да
2892,Ж,25,76,Data scientist,Да
2893,Ж,70,98,Тренер по киберспорту,Да
2894,М,30,73,Data scientist,Да
2895,М,47,76,Крановщик,Да
2896,М,209,70,Тренер по футболу,Да
2897,М,24,45,Frontend-разработчик,Да
2898,М,24,45,Frontend-разработчик,Да
2899,М,24,45,Frontend-разработчик,Да
2900,Ж,18,42,Фотограф,Нет
2901,Ж,18,42,Фотограф,Нет
2902,М,20,90,Тестировщик,Да
2903,М,47,92,Токарь,Да
2904,М,27,87,Data scientist,Да
2905,Ж,23,56,Фотограф,Нет
2906,Ж,23,56,Фотограф,Нет
2907,М,22,73,Data scientist,Да
2908,,78,87,Маляр,Да
2909,М,22,44,IOS-разработчик,Да
2910,Ж,55,95,Тренер по легкой атлетике,Да
2911,Ж,55,95,Тренер по легкой атлетике,Да
2912,Ж,55,95,Тренер по легкой атлетике,Да
2913,Ж,55,95,Тренер по легкой атлетике,Да
2914,М,77,95,Сварщик,Да
2915,Ж,19,47,Копирайтер,Нет
2916,Ж,23,41,Блогер,Нет
2917,М,79,87,Тренер по волейболу,Да
2918,М,79,87,Тренер по волейболу,Да
2919,М,79,87,Тренер по волейболу,Да
2920,М,47,80,Тренер по волейболу,Да
2921,,54,96,Токарь,Да
2922,,54,96,Токарь,Да
2923,М,72,90,Тренер по легкой атлетике,Да
2924,М,64,78,Тренер по киберспорту,Да
2925,М,20,53,Frontend-разработчик,Да
2926,М,47,94,Токарь,Да
2927,Ж,21,1831,SMM-специалист,Нет
2928,Ж,25,59,Блогер,Нет
2929,М,78,89,Тренер по футболу,Да
2930,М,78,89,Тренер по футболу,Да
2931,М,78,89,Тренер по футболу,Да
2932,Ж,24,66,Backend-разработчик,Да
2933,Ж,24,42,Копирайтер,Нет
2934,М,61,74,Тренер по фитнесу,Да
2935,М,61,74,Тренер по фитнесу,Да
2936,М,54,95,Сантехник,Да
2937,Ж,77,89,Тренер по легкой атлетике,Да
2938,М,67,75,Сантехник,Да
2939,М,73,70,Токарь,Да
2940,М,62,78,Крановщик,Да
2941,Ж,19,45,Копирайтер,Нет
2942,Ж,22,60,Фотограф,Нет
2943,Ж,22,60,Фотограф,Нет
2944,Ж,25,54,SMM-специалист,Нет
2945,Ж,30,69,IOS-разработчик,Да
2946,,48,96,Сварщик,Да
2947,Ж,20,78,,Да
2948,Ж,18,60,Фотограф,Нет
2949,Ж,18,60,Фотограф,Нет
2950,М,25,85,Тестировщик,Да
2951,М,48,75,Крановщик,Да
2952,М,48,75,Крановщик,Да
2953,М,29,48,Data scientist,Да
2954,Ж,22,43,Таргетолог,Нет
2955,Ж,74,87,Тренер по футболу,Да
2956,Ж,74,87,Тренер по футболу,Да
2957,Ж,51,71,Тренер по футболу,Да
2958,Ж,18,57,SMM-специалист,Нет
2959,М,57,83,Сварщик,Да
2960,М,49,76,Маляр,Да
2961,Ж,30,43,Frontend-разработчик,Да
2962,М,51,89,Токарь,Да
2963,Ж,61,92,Тренер по легкой атлетике,Да
2964,М,56,78,Тренер по футболу,Да
2965,М,62,73,Сварщик,Да
2966,М,29,86,Frontend-разработчик,Да
2967,М,25,56,Тестировщик,Да
2968,М,70,98,Тренер по футболу,Да
2969,М,70,98,Тренер по футболу,Да
2970,Ж,26,66,Frontend-разработчик,Да
2971,М,47,89,Токарь,Да
2972,М,27,82,Тестировщик,Да
2973,М,23,61,Тестировщик,Да
2974,М,63,83,Маляр,Да
2975,Ж,61,87,Тренер по футболу,Да
2976,Ж,18,43,Фотограф,Нет
2977,М,61,80,Токарь,Да
2978,Ж,273,72,Тренер по футболу,Да
2979,Ж,23,55,Таргетолог,Нет
2980,,73,98,Крановщик,Да
2981,Ж,18,49,Таргетолог,Нет
2982,,47,95,Сварщик,Да
2983,Ж,24,76,Backend-разработчик,Да
2984,М,63,99,Тренер по волейболу,Да
2985,Ж,20,49,Фотограф,Нет
2986,М,22,44,Backend-разработчик,Да
2987,М,55,83,Крановщик,Да
2988,М,48,70,Токарь,Да
2989,М,29,81,IOS-разработчик,Да
2990,М,26,43,Frontend-разработчик,Да
2991,М,60,99,Тренер по фитнесу,Да
2992,М,48,72,Тренер по волейболу,Да
2993,М,48,72,Тренер по волейболу,Да
2994,Ж,21,49,Фотограф,Нет
2995,Ж,24,48,IOS-разработчик,Да
2996,Ж,25,40,Фотограф,Нет
2997,Ж,60,90,Тренер по легкой атлетике,Да
2998,Ж,60,90,Тренер по легкой атлетике,Да
2999,Ж,21,41,Блогер,Нет
3000,Ж,78,97,Тренер по киберспорту,Да
3001,М,62,99,Маляр,Да
3002,М,267,90,Тренер по легкой атлетике,Да
3003,М,267,90,Тренер по легкой атлетике,Да
3004,М,70,71,Токарь,Да
3005,Ж,23,47,Frontend-разработчик,Да
3006,Ж,23,47,Frontend-разработчик,Да
3007,Ж,19,45,SMM-специалист,Нет
3008,Ж,20,60,Копирайтер,Нет
3009,Ж,72,78,Тренер по киберспорту,Да
3010,Ж,72,78,Тренер по киберспорту,Да
3011,Ж,72,78,Тренер по киберспорту,Да
3012,Ж,72,78,Тренер по киберспорту,Да
3013,Ж,27,74,Data scientist,Да
3014,М,72,77,Маляр,Да
3015,Ж,27,84,Тестировщик,Да
3016,М,53,92,Маляр,Да
3017,М,78,76,Сантехник,Да
3018,Ж,23,45,Тестировщик,Да
3019,М,59,73,Сварщик,Да
3020,М,59,73,Сварщик,Да
3021,Ж,79,75,Тренер по волейболу,Да
3022,М,70,85,Сварщик,Да
3023,Ж,19,60,Таргетолог,Нет
